Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphQueryHandler,printStats,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphQueryHandler,close,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphQueryHandler,testPredicatesLocal,14,3,2
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphQueryHandler,extractLabel,8,3,1
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphQueryHandler,ConcatIterator,4,1,2
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphQueryHandler,hasNext,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphQueryHandler,next,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ConcatIterator,ConcatIterator,4,1,2
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ConcatIterator,hasNext,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ConcatIterator,next,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.groovy.plugin,ElasticGraphGremlinPlugin,getName,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.groovy.plugin,ElasticGraphGremlinPlugin,pluginTo,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.groovy.plugin,ElasticGraphGremlinPlugin,afterPluginTo,2,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,BaseElement,14,5,4
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,addPropertyLocal,10,2,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,id,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,label,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,graph,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,keys,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,property,4,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,hashCode,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,equals,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,innerPropertyIterator,5,2,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,removeProperty,4,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,innerRemoveProperty,0,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,createProperty,0,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,shouldAddProperty,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,checkRemoved,0,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,innerRemove,0,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,remove,5,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,allFields,5,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,setLabel,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,open,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,ElasticGraph,15,2,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,getQueryHandler,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,commit,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,configuration,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,toString,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,close,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,features,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,tx,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,variables,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,compute,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,compute,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,vertices,10,5,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,edges,10,5,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,addVertex,6,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,BaseEdge,6,1,6
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,createProperty,3,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,property,7,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,vertices,7,3,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,innerAddProperty,0,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,properties,4,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,checkRemoved,3,2,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,toString,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,BaseProperty,6,1,3
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,element,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,key,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,value,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,isPresent,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,toString,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,equals,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,hashCode,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,remove,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,BaseVertexProperty,5,1,3
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,key,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,value,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,isPresent,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,toString,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,id,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,equals,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,hashCode,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,property,3,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,element,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,properties,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,remove,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,toString,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,vertex,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,edge,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,graph,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,variables,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsComputer,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsTransactions,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsThreadedTransactions,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsVariables,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsBooleanValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsByteValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsDoubleValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsFloatValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsIntegerValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsLongValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsMapValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsMixedListValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsBooleanArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsByteArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsDoubleArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsFloatArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsIntegerArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsStringArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsLongArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsSerializableValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsStringValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsUniformListValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsNumericIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsAnyIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsUuidIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsCustomIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,willAllowId,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsMultiProperties,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsNumericIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsUuidIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsCustomIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsAnyIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsMetaProperties,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,properties,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,willAllowId,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsUserSuppliedIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsNumericIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsStringIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsUuidIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsCustomIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,supportsAnyIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraphFeatures,variables,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraphFeatures,supportsComputer,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraphFeatures,supportsTransactions,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraphFeatures,supportsThreadedTransactions,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsVariables,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsBooleanValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsByteValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsDoubleValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsFloatValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsIntegerValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsLongValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsMapValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsMixedListValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsBooleanArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsByteArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsDoubleArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsFloatArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsIntegerArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsStringArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsLongArrayValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsSerializableValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsStringValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,supportsUniformListValues,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticEdgeFeatures,supportsNumericIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticEdgeFeatures,supportsAnyIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticEdgeFeatures,supportsUuidIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticEdgeFeatures,supportsCustomIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticEdgeFeatures,willAllowId,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,supportsMultiProperties,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,supportsNumericIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,supportsUuidIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,supportsCustomIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,supportsAnyIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,supportsMetaProperties,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,properties,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,willAllowId,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexPropertyFeatures,supportsUserSuppliedIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexPropertyFeatures,supportsNumericIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexPropertyFeatures,supportsStringIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexPropertyFeatures,supportsUuidIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexPropertyFeatures,supportsCustomIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexPropertyFeatures,supportsAnyIds,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,BaseVertex,4,1,5
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,createProperty,3,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,property,5,2,4
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,edges,3,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,vertices,3,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,vertices,9,2,3
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,setSiblings,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,applyLazyFields,4,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,vertexToVertex,16,7,3
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,property,7,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,innerAddProperty,0,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,property,7,2,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,addEdge,7,2,3
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,remove,8,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,toString,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,properties,4,1,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,checkRemoved,3,2,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,edges,10,2,3
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,addQueriedEdges,3,1,2
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,EdgeQueryInfo,6,1,4
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,getDirection,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,getEdgeLabels,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,getPredicates,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,equals,9,6,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,hashCode,7,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,EdgeQueryInfo,EdgeQueryInfo,6,1,4
rmagen_elastic-gremlin,org.elasticgremlin.structure,EdgeQueryInfo,getDirection,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,EdgeQueryInfo,getEdgeLabels,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,EdgeQueryInfo,getPredicates,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.structure,EdgeQueryInfo,equals,9,6,1
rmagen_elastic-gremlin,org.elasticgremlin.structure,EdgeQueryInfo,hashCode,7,1,0
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticVertexStep,ElasticVertexStep,6,1,2
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticVertexStep,flatMap,7,3,1
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticOptimizationStrategy,instance,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticOptimizationStrategy,apply,21,4,1
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticOptimizationStrategy,getPredicates,16,4,2
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticOptimizationStrategy,collectLabels,3,1,2
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticGraphStep,ElasticGraphStep,8,1,3
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticGraphStep,vertices,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.process.optimize,ElasticGraphStep,edges,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertexHandler,VirtualVertexHandler,5,1,2
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertexHandler,vertices,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertexHandler,vertices,9,2,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertexHandler,vertices,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertexHandler,vertex,7,1,4
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertexHandler,checkBulk,5,2,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertexHandler,addVertex,3,1,3
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertex,VirtualVertex,3,1,4
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertex,innerAddProperty,2,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertex,innerRemoveProperty,2,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler.virtualvertex,VirtualVertex,innerRemove,2,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,VertexHandler,vertices,0,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,VertexHandler,vertices,0,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,VertexHandler,vertices,0,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,VertexHandler,vertex,0,1,4
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,VertexHandler,addVertex,0,1,3
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,QueryHandler,init,0,1,2
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,QueryHandler,commit,0,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,QueryHandler,printStats,0,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,QueryHandler,close,0,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,EdgeHandler,edges,0,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,EdgeHandler,edges,0,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,EdgeHandler,edges,0,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,EdgeHandler,edges,0,1,4
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,EdgeHandler,addEdge,0,1,5
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,Predicates,equals,9,6,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,Predicates,hashCode,7,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,init,12,1,2
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,commit,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,close,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,edges,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,edges,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,edges,3,1,1
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,edges,3,1,4
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,addEdge,3,1,5
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,vertices,3,1,0
rmagen_elastic-gremlin,org.elasticgremlin.queryhandler,SimpleQueryHandler,vertices,3,1,1
