Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path
rmagen_elastic-gremlin,org.elasticgremlin,ElasticGraphGraphProvider,5,0,7,6,87,11,0,0,0.42857142857142855,4,1,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/ElasticGraphGraphProvider.java
rmagen_elastic-gremlin,org.elasticgremlin.elastic,ConfigurationTests,1,0,2,2,19,2,0,0,0.0,0,1,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/elastic/ConfigurationTests.java
rmagen_elastic-gremlin,org.elasticgremlin.elastic,PerformanceTests,2,0,4,2,32,5,0,0,0.0,0,2,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/elastic/PerformanceTests.java
rmagen_elastic-gremlin,org.elasticgremlin.elastic,TemporaryTests,0,0,4,3,19,5,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/elastic/TemporaryTests.java
rmagen_elastic-gremlin,org.elasticgremlin.elastic,SpatialStepTests,4,0,5,3,79,6,0,0,0.0,0,1,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/elastic/SpatialStepTests.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler.java,ModernGraphStructureStandardTest,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/java/ModernGraphStructureStandardTest.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler.java,ModernGraphStructurePerformanceTest,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/java/ModernGraphStructurePerformanceTest.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler.java,ModernGraphGroovyEnvironmentTest,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/java/ModernGraphGroovyEnvironmentTest.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphGraphProvider,0,0,2,2,9,2,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/ModernGraphGraphProvider.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ModernGraphQueryHandler,10,0,19,17,113,25,0,0,0.10526315789473684,0,2,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/ModernGraphQueryHandler.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler,ConcatIterator,2,0,3,3,14,3,0,0,0.0,1,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/ModernGraphQueryHandler.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler.groovy,ModernGraphGroovyProcessStandardTest,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/groovy/ModernGraphGroovyProcessStandardTest.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler.groovy,ModernGraphProcessStandardTest,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/groovy/ModernGraphProcessStandardTest.java
rmagen_elastic-gremlin,org.elasticgremlin.starQueryHandler.groovy,ModernGraphGroovyEnvironmentIntegrateTest,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/starQueryHandler/groovy/ModernGraphGroovyEnvironmentIntegrateTest.java
rmagen_elastic-gremlin,org.elasticgremlin.simpleQueryHandler.java,ElasticGraphProcessStandardTest,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/simpleQueryHandler/java/ElasticGraphProcessStandardTest.java
rmagen_elastic-gremlin,org.elasticgremlin.simpleQueryHandler.java,ElasticGraphStructurePerformanceTest,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/simpleQueryHandler/java/ElasticGraphStructurePerformanceTest.java
rmagen_elastic-gremlin,org.elasticgremlin.simpleQueryHandler.java,ElasticGraphStructureStandardTest,0,0,0,0,2,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/simpleQueryHandler/java/ElasticGraphStructureStandardTest.java
rmagen_elastic-gremlin,org.elasticgremlin.simpleQueryHandler.groovy,ElasticGraphGroovyEnvironmentIntegrateTest,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/simpleQueryHandler/groovy/ElasticGraphGroovyEnvironmentIntegrateTest.java
rmagen_elastic-gremlin,org.elasticgremlin.simpleQueryHandler.groovy,ElasticGraphGroovyEnvironmentTest,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/simpleQueryHandler/groovy/ElasticGraphGroovyEnvironmentTest.java
rmagen_elastic-gremlin,org.elasticgremlin.simpleQueryHandler.groovy,ElasticGraphGroovyProcessStandardTest,0,0,0,0,5,0,0,0,-1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/test/java/org/elasticgremlin/simpleQueryHandler/groovy/ElasticGraphGroovyProcessStandardTest.java
rmagen_elastic-gremlin,org.elasticgremlin.groovy.plugin,ElasticGraphGremlinPlugin,1,0,3,3,19,3,0,0,1.0,0,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/groovy/plugin/ElasticGraphGremlinPlugin.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseElement,5,0,19,13,82,25,2,0,0.15789473684210525,1,1,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/BaseElement.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraph,3,0,15,15,82,24,0,0,0.4,7,3,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/ElasticGraph.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseEdge,2,0,8,6,38,11,0,1,0.375,0,2,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/BaseEdge.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseProperty,4,0,9,9,36,9,0,0,0.4444444444444444,1,2,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/BaseProperty.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertexProperty,3,0,12,12,43,12,0,0,0.5,1,1,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/BaseVertexProperty.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticFeatures,5,0,46,46,155,46,0,0,1.0,1,5,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/ElasticFeatures.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticGraphFeatures,1,0,4,4,15,4,0,0,1.0,1,1,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/ElasticFeatures.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVariableFeatures,0,0,19,19,59,19,0,0,-1.0,2,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/ElasticFeatures.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticEdgeFeatures,0,0,5,5,17,5,0,0,-1.0,1,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/ElasticFeatures.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexFeatures,1,0,8,8,27,8,0,0,1.0,1,1,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/ElasticFeatures.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,ElasticVertexPropertyFeatures,0,0,6,6,20,6,0,0,-1.0,2,0,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/ElasticFeatures.java
rmagen_elastic-gremlin,org.elasticgremlin.structure,BaseVertex,7,0,25,21,145,42,0,1,0.2,3,5,/Users/Tushar/Documents/Workspace/autoencoder/repos/rmagen_elastic-gremlin/src/main/java/org/elasticgremlin/structure/BaseVertex.java
