Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,BleAdvertiserProvider,createInstance,Magic Number,The method contains a magic number: 21
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,DummyBleAdvertiser,getJsonBase,Long Statement,The length of the statement "return new JSONObject(" {" + " \"event\": \"appearance\"`" + " \"tiraid\":{"+ " \"identifier\":{"+ " \"type\":\"ADVA-48\"`"+ " \"value\":\"<MAC_ADDR>\"`"+ " \"advHeader\": {"+ " \"txAdd\": \"public\""+ " }`"+ " \"advData\":{"+ " \"complete128BitUUIDs\":\"<UUID>\""+ " }"+ " }`"+ " \"timestamp\":\"<DATE>\"`"+ " \"radioDecodings\":["+ " ]"+ " }"+ "}");" is 351.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,DummyBleAdvertiser,getRadioDecodingBase,Long Statement,The length of the statement "return new JSONObject(" {" + " \"rssi\":0`" + " \"identifier\":{"+ " \"type\": \"EUI-64\"`"+ " \"value\": \"<ID_DU_BEACON>\""+ " }"+ " }");" is 139.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,DummyBleAdvertiser,advertise,Long Statement,The length of the statement "jsonObject.getJSONObject("tiraid").getJSONObject("identifier").put("value"`macAddress.address.replace(":"`"").toLowerCase(Locale.US));" is 134.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,DummyBleAdvertiser,advertise,Long Statement,The length of the statement "jsonObject.getJSONObject("tiraid").getJSONObject("identifier").getJSONObject("advData").put("complete128BitUUIDs"`uuid.replaceAll("[\\W.]"`"").toLowerCase(Locale.US));" is 167.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,DummyBleAdvertiser,advertise,Magic Number,The method contains a magic number: 127
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,DummyBleAdvertiser,advertise,Magic Number,The method contains a magic number: 4
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,DummyBleAdvertiser,run,Magic Number,The method contains a magic number: 5
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,DummyBleAdvertiser,run,Magic Number,The method contains a magic number: 1000
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,AdvertisingRunnable,run,Magic Number,The method contains a magic number: 5
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,AdvertisingRunnable,run,Magic Number,The method contains a magic number: 1000
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,LBleAdvertiser,startAdvertising,Long Statement,The length of the statement "advertiser.startAdvertising(new AdvertiseSettings.Builder().setAdvertiseMode(AdvertiseSettings.ADVERTISE_MODE_BALANCED).build()`new AdvertiseData.Builder().addServiceUuid(ParcelUuid.fromString(uuid)).build()`callback);" is 218.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.advertise,LBleAdvertiser,stopAdvertising,Empty catch clause,The method has an empty catch block.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,isUuidPresent,Complex Conditional,The conditional expression (uuidArray == null || uuidArray.length == 0) && uuid == null is complex.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,getServiceIdentifierFromParcelUuid,Magic Number,The method contains a magic number: 0x0000FFFF00000000L
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,getServiceIdentifierFromParcelUuid,Magic Number,The method contains a magic number: 32
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Complex Conditional,The conditional expression length != UUID_BYTES_16_BIT && length != UUID_BYTES_32_BIT && length != UUID_BYTES_128_BIT is complex.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 8
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 8
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 8
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 2
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 16
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 3
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 24
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,parseUuidFrom,Magic Number,The method contains a magic number: 32
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,is16BitUuid,Magic Number,The method contains a magic number: 0x1000L
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,is32BitUuid,Magic Number,The method contains a magic number: 0xFFFFFFFFL
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothUuid,is32BitUuid,Magic Number,The method contains a magic number: 0x1000L
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,JbBluetoothLeScannerCompat,JbBluetoothLeScannerCompat,Long Statement,The length of the statement "this(manager`alarmManager`new SystemClock()`PendingIntent.getBroadcast(context`0`new Intent(context`ScanWakefulBroadcastReceiver.class).putExtra(ScanWakefulService.EXTRA_USE_LOLLIPOP_API`false)`0));" is 198.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanWakefulService,onHandleIntent,Long Statement,The length of the statement "BluetoothLeScannerCompat bleScanner=BluetoothLeScannerCompatProvider.getBluetoothLeScannerCompat(this`intent.getBooleanExtra(EXTRA_USE_LOLLIPOP_API`true));" is 155.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,notifyScannedDevice,Long Statement,The length of the statement "Log.w(TAG`"Large number of bluetooth devices detected: " + distinctBluetoothAddresses.size() + " Proactively attempting to clear out address list to prevent a crash");" is 167.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,notifyScannedDevice,Magic Number,The method contains a magic number: 18
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,notifyScannedDevice,Magic Number,The method contains a magic number: 100
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,crashDetected,Long Identifier,The length of the field lastBluetoothCrashDetectionTime is 31.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,crashDetected,Magic Number,The method contains a magic number: 18
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,getLastBluetoothCrashDetectionTime,Long Identifier,The length of the field lastBluetoothCrashDetectionTime is 31.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,getCrashRiskDeviceCount,Long Identifier,The length of the field BLUEDROID_MAX_BLUETOOTH_MAC_COUNT is 33.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,getCrashRiskDeviceCount,Long Identifier,The length of the field BLUEDROID_POST_DISCOVERY_ESTIMATED_BLUETOOTH_MAC_COUNT is 54.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,processStateChange,Long Identifier,The length of the field MIN_TIME_BETWEEN_STATE_SAVES_MILLIS is 35.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,startRecovery,Complex Method,Cyclomatic complexity of the method is 8
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,startRecovery,Long Identifier,The length of the field TIME_TO_LET_DISCOVERY_RUN_MILLIS is 32.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,startRecovery,Long Statement,The length of the statement "if (isDebugEnabled()) Log.d(TAG`"We will be cancelling this discovery in " + TIME_TO_LET_DISCOVERY_RUN_MILLIS + " milliseconds.");" is 130.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,startRecovery,Magic Number,The method contains a magic number: 17
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,onReceive,Complex Method,Cyclomatic complexity of the method is 21
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,onReceive,Long Identifier,The length of the field SUSPICIOUSLY_SHORT_BLUETOOTH_OFF_INTERVAL_MILLIS is 48.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,onReceive,Long Statement,The length of the statement "if (isDebugEnabled()) Log.d(TAG`"Bluetooth was turned off for " + (lastBluetoothTurningOnTime - lastBluetoothOffTime) + " milliseconds");" is 137.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,saveState,Empty catch clause,The method has an empty catch block.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,saveState,Long Identifier,The length of the field DISTINCT_BLUETOOTH_ADDRESSES_FILE is 33.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,saveState,Long Identifier,The length of the field lastBluetoothCrashDetectionTime is 31.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,loadState,Complex Method,Cyclomatic complexity of the method is 9
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,loadState,Empty catch clause,The method has an empty catch block.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,loadState,Long Identifier,The length of the field DISTINCT_BLUETOOTH_ADDRESSES_FILE is 33.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,loadState,Long Identifier,The length of the field lastBluetoothCrashDetectionTime is 31.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothCrashResolver,doInBackground,Long Identifier,The length of the field TIME_TO_LET_DISCOVERY_RUN_MILLIS is 32.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,LBluetoothLeScannerCompat,LBluetoothLeScannerCompat,Long Statement,The length of the statement "this(manager`alarmManager`new SystemClock()`PendingIntent.getBroadcast(context`0`new Intent(context`ScanWakefulBroadcastReceiver.class).putExtra(ScanWakefulService.EXTRA_USE_LOLLIPOP_API`true)`0));" is 197.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,LBluetoothLeScannerCompat,toOs,Long Statement,The length of the statement "return new android.bluetooth.le.ScanSettings.Builder().setReportDelay(settings.getReportDelayMillis()).setScanMode(settings.getScanMode()).build();" is 147.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,LBluetoothLeScannerCompat,toOs,Complex Method,Cyclomatic complexity of the method is 9
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,LBluetoothLeScannerCompat,fromOs,Long Statement,The length of the statement "return new ScanResult(osResult.getDevice()`fromOs(osResult.getScanRecord())`osResult.getRssi()`osResult.getTimestampNanos() + getActualBootTimeNanos());" is 152.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanWakefulBroadcastReceiver,onReceive,Long Statement,The length of the statement "Intent intentService=new Intent(context`ScanWakefulService.class).putExtra(ScanWakefulService.EXTRA_USE_LOLLIPOP_API`intent.getBooleanExtra(ScanWakefulService.EXTRA_USE_LOLLIPOP_API`true));" is 189.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothLeScannerCompat,updateRepeatingAlarm,Magic Number,The method contains a magic number: 22
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothLeScannerCompat,updateRepeatingAlarm,Magic Number,The method contains a magic number: 18
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothLeScannerCompat,setScanMode,Missing default,The following switch statement is missing a default case: switch (scanMode) {
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothLeScannerCompat,getScanModePriority,Missing default,The following switch statement is missing a default case: switch (mode) {
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothLeScannerCompatProvider,getBluetoothLeScannerCompat,Complex Conditional,The conditional expression Build.VERSION.SDK_INT >= Build.VERSION_CODES.LOLLIPOP && canUseNativeApi && areHardwareFeaturesSupported(bluetoothManager) is complex.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothLeScannerCompatProvider,getBluetoothLeScannerCompat,Long Statement,The length of the statement "if (Build.VERSION.SDK_INT >= Build.VERSION_CODES.LOLLIPOP && canUseNativeApi && areHardwareFeaturesSupported(bluetoothManager)) {" is 129.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,BluetoothLeScannerCompatProvider,areHardwareFeaturesSupported,Long Statement,The length of the statement "return bluetoothAdapter != null && bluetoothAdapter.isOffloadedFilteringSupported() && bluetoothAdapter.isOffloadedScanBatchingSupported();" is 139.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,ScanFilter,Long Parameter List,The method has 10 parameters. 
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,writeToParcel,Complex Method,Cyclomatic complexity of the method is 10
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,createFromParcel,Complex Method,Cyclomatic complexity of the method is 10
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,matches,Complex Conditional,The conditional expression mDeviceAddress != null && (device == null || !mDeviceAddress.equals(device.getAddress())) is complex.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,matches,Complex Conditional,The conditional expression scanRecord == null && (mDeviceName != null || mServiceUuid != null || mManufacturerData != null || mServiceData != null) is complex.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,matches,Complex Method,Cyclomatic complexity of the method is 10
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,matches,Long Statement,The length of the statement "if (scanRecord == null && (mDeviceName != null || mServiceUuid != null || mManufacturerData != null || mServiceData != null)) {" is 127.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,matches,Long Statement,The length of the statement "if (!matchesPartialData(mManufacturerData`mManufacturerDataMask`scanRecord.getManufacturerSpecificData(mManufacturerId))) {" is 123.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,matchesServiceUuid,Long Statement,The length of the statement "if ((uuid.getLeastSignificantBits() & mask.getLeastSignificantBits()) != (data.getLeastSignificantBits() & mask.getLeastSignificantBits())) {" is 141.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,matchesServiceUuid,Long Statement,The length of the statement "return ((uuid.getMostSignificantBits() & mask.getMostSignificantBits()) == (data.getMostSignificantBits() & mask.getMostSignificantBits()));" is 140.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,toString,Long Statement,The length of the statement "return "BluetoothLeScanFilter [mDeviceName=" + mDeviceName + "` mDeviceAddress="+ mDeviceAddress+ "` mUuid="+ mServiceUuid+ "` mUuidMask="+ mServiceUuidMask+ "` mServiceDataUuid="+ Objects.toString(mServiceDataUuid)+ "` mServiceData="+ Arrays.toString(mServiceData)+ "` mServiceDataMask="+ Arrays.toString(mServiceDataMask)+ "` mManufacturerId="+ mManufacturerId+ "` mManufacturerData="+ Arrays.toString(mManufacturerData)+ "` mManufacturerDataMask="+ Arrays.toString(mManufacturerDataMask)+ "]";" is 496.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,hashCode,Long Statement,The length of the statement "return Objects.hash(mDeviceName`mDeviceAddress`mManufacturerId`mManufacturerData`mManufacturerDataMask`mServiceDataUuid`mServiceData`mServiceDataMask`mServiceUuid`mServiceUuidMask);" is 181.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,equals,Long Statement,The length of the statement "return Objects.equals(mDeviceName`other.mDeviceName) && Objects.equals(mDeviceAddress`other.mDeviceAddress) && mManufacturerId == other.mManufacturerId && Objects.deepEquals(mManufacturerData`other.mManufacturerData) && Objects.deepEquals(mManufacturerDataMask`other.mManufacturerDataMask) && Objects.equals(mServiceDataUuid`other.mServiceDataUuid) && Objects.deepEquals(mServiceData`other.mServiceData) && Objects.deepEquals(mServiceDataMask`other.mServiceDataMask) && Objects.equals(mServiceUuid`other.mServiceUuid) && Objects.equals(mServiceUuidMask`other.mServiceUuidMask);" is 577.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanFilter,build,Long Statement,The length of the statement "return new ScanFilter(mDeviceName`mDeviceAddress`mServiceUuid`mUuidMask`mServiceDataUuid`mServiceData`mServiceDataMask`mManufacturerId`mManufacturerData`mManufacturerDataMask);" is 176.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,Builder,build,Long Statement,The length of the statement "return new ScanFilter(mDeviceName`mDeviceAddress`mServiceUuid`mUuidMask`mServiceDataUuid`mServiceData`mServiceDataMask`mManufacturerId`mManufacturerData`mManufacturerDataMask);" is 176.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,NoBluetoothLeScannerCompat,NoBluetoothLeScannerCompat,Long Statement,The length of the statement "super(new SystemClock()`alarmManager`PendingIntent.getBroadcast(context`0`new Intent(context`ScanWakefulBroadcastReceiver.class).putExtra(ScanWakefulService.EXTRA_USE_LOLLIPOP_API`false)`0));" is 191.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanSettings,isValidCallbackType,Complex Conditional,The conditional expression callbackType == CALLBACK_TYPE_ALL_MATCHES || callbackType == CALLBACK_TYPE_FIRST_MATCH || callbackType == CALLBACK_TYPE_MATCH_LOST is complex.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanSettings,isValidCallbackType,Long Statement,The length of the statement "if (callbackType == CALLBACK_TYPE_ALL_MATCHES || callbackType == CALLBACK_TYPE_FIRST_MATCH || callbackType == CALLBACK_TYPE_MATCH_LOST) {" is 137.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,Builder,isValidCallbackType,Complex Conditional,The conditional expression callbackType == CALLBACK_TYPE_ALL_MATCHES || callbackType == CALLBACK_TYPE_FIRST_MATCH || callbackType == CALLBACK_TYPE_MATCH_LOST is complex.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,Builder,isValidCallbackType,Long Statement,The length of the statement "if (callbackType == CALLBACK_TYPE_ALL_MATCHES || callbackType == CALLBACK_TYPE_FIRST_MATCH || callbackType == CALLBACK_TYPE_MATCH_LOST) {" is 137.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,ScanRecord,Long Parameter List,The method has 7 parameters. 
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Complex Method,Cyclomatic complexity of the method is 17
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Long Identifier,The length of the field DATA_TYPE_SERVICE_UUIDS_16_BIT_PARTIAL is 38.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Long Identifier,The length of the field DATA_TYPE_SERVICE_UUIDS_16_BIT_COMPLETE is 39.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Long Identifier,The length of the field DATA_TYPE_SERVICE_UUIDS_32_BIT_PARTIAL is 38.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Long Identifier,The length of the field DATA_TYPE_SERVICE_UUIDS_32_BIT_COMPLETE is 39.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Long Identifier,The length of the field DATA_TYPE_SERVICE_UUIDS_128_BIT_PARTIAL is 39.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Long Identifier,The length of the field DATA_TYPE_SERVICE_UUIDS_128_BIT_COMPLETE is 40.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Long Identifier,The length of the field DATA_TYPE_MANUFACTURER_SPECIFIC_DATA is 36.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Magic Number,The method contains a magic number: 8
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Magic Number,The method contains a magic number: 0xFF
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Magic Number,The method contains a magic number: 2
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Magic Number,The method contains a magic number: 2
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseFromBytes,Missing default,The following switch statement is missing a default case: switch (fieldType) {
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,toString,Long Statement,The length of the statement "return "com.reelyactive.blesdk.support.ble.ScanRecord [mAdvertiseFlags=" + mAdvertiseFlags + "` mServiceUuids="+ mServiceUuids+ "` mManufacturerSpecificData="+ Utils.toString(mManufacturerSpecificData)+ "` mServiceData="+ Utils.toString(mServiceData)+ "` mTxPowerLevel="+ mTxPowerLevel+ "` mDeviceName="+ mDeviceName+ "]";" is 322.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanRecord,parseServiceUuid,Long Parameter List,The method has 5 parameters. 
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanResultParser,getSystemId,Magic Number,The method contains a magic number: 2
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanResult,equals,Long Statement,The length of the statement "return Objects.equals(mDevice`other.mDevice) && (mRssi == other.mRssi) && Objects.equals(mScanRecord`other.mScanRecord)&& (mTimestampNanos == other.mTimestampNanos);" is 165.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble,ScanResult,toString,Long Statement,The length of the statement "return "com.reelyactive.blesdk.support.ble.ScanResult{" + "mDevice=" + mDevice + "` mScanRecord="+ Objects.toString(mScanRecord)+ "` mRssi="+ mRssi+ "` mTimestampNanos="+ mTimestampNanos+ '}';" is 192.
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble.util,BluetoothInterface,randomMACAddress,Magic Number,The method contains a magic number: 6
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble.util,BluetoothInterface,randomMACAddress,Magic Number,The method contains a magic number: 254
reelyactive_ble-android-sdk,com.reelyactive.blesdk.support.ble.util,BluetoothInterface,randomMACAddress,Magic Number,The method contains a magic number: 18
